"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"584978","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"197286","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"181466","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"129401","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"306633","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"588277","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"157631","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"181016","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"194104","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"336830","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"296038","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"581658","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"1028283","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"158836","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"158027","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"128297","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"184990","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"215040","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister",NA
"1917420","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"338156","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"196453","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"152823","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"300378","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"586517","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"136946","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"359445","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"564320","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"321693","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"194322","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"4402645","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"308684","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"4398588","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"198468","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"366722","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"368318","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"199643","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"4403863","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"182797","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"544859","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"199745","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"262355","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"4082721","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"173900","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"224786","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"198183","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"493391","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"576975","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","producta"
"114348","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"175518","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"582497","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"177070","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"308912","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"369827","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"592913","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"191755","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"157842","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"182874","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"182522","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"517797","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"189081","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"369763","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus",NA
"345095","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"339948","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"185888","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"4470870","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"221429","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"1076818","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"69933","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"294022","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"193968","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"179695","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"359120","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"158331","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"172296","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"579452","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"199182","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"215097","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella",NA
"183186","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"1522739","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"305329","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"196986","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"3409355","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"348007","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"811219","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"165118","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","Paraprevotella",NA
"182317","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"310633","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"198751","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"198757","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"564771","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"3484503","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"194425","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"194870","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"184013","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"589076","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"359762","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"4373873","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"587933","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus",NA
"345322","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","SMB53",NA
"845396","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"211706","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"190003","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"169364","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"182224","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"1105984","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"352529","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"319262","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"182044","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"189250","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"173969","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"4299126","Bacteria","Proteobacteria","Alphaproteobacteria","RF32",NA,NA,NA
"2990145","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"3609545","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"4410097","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"196061","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"187469","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"138368","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"844902","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"298536","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"198928","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"322895","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"178081","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"362214","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"180975","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"296872","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"337511","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"177024","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"4305923","Bacteria","Tenericutes","Mollicutes","RF39",NA,NA,NA
"350373","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"577206","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"3012152","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"190226","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"234724","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"363035","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"185588","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"314095","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"313968","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"198252","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"363881","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"211191","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"195035","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"207340","Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]",NA,NA
"184009","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"189331","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"150425","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA
"121873","Bacteria","Firmicutes","Clostridia","Clostridiales","Dehalobacteriaceae","Dehalobacterium",NA
"271430","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"525377","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"227565","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"182920","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"288075","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"183720","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"197352","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"192249","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"149188","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"296165","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"188753","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"335701","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"668257","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"219733","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"199301","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"4479405","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"338438","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"352617","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","plebeius"
"34139","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"174138","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"183903","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"184126","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"196462","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"174487","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"174299","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"194177","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"199413","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"586141","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"184320","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"176673","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"2593884","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"198071","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"182656","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"312586","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"147105","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"189450","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"185235","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"332840","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"195275","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"365891","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"110725","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"300152","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"851715","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"196724","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"336139","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"189338","Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]",NA,NA
"189559","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"295494","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"191978","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"175703","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"175704","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"273357","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"191531","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"303027","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"199716","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"199491","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"198788","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"4144790","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"192741","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"933051","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"190610","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"368338","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"194415","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
